                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7623      2.0000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96 
                            model_number                                 star_age                                star_mass                             log_abs_mdot                                   log_dt                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                           surf_avg_omega            surf_avg_omega_div_omega_crit                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups                                     mass                                core_mass                            photosphere_r                                 lambda_g                                 lambda_b                                 lambda_h                              core_radius                             model_number                                      age                              period_days                        binary_separation                             eccentricity                                  v_orb_1                                  v_orb_2                   rl_relative_overflow_1                   rl_relative_overflow_2                                     edot                               edot_tidal                              star_1_mass                              star_2_mass                           lg_mstar_dot_1                           lg_mstar_dot_2                         lg_system_mdot_1                         lg_system_mdot_2                           lg_wind_mdot_1                           lg_wind_mdot_2                            xfer_fraction                                    J_orb                                 J_spin_1                                  J_total                                     Jdot                                  jdot_mb                                  jdot_gr                                  jdot_ml                                  jdot_ls                        jdot_missing_wind                               extra_jdot 
                                       1                  5.5901699437494777E+001                  1.9999997979440291E+001                 -7.4419533231285460E+000                  1.7474250108400471E+000                                     1190                  8.8540931331189121E+000                  4.4107094982104644E-001                  7.8131047742679982E-008                  9.9999999490751712E-001                  9.9999996974835192E-001                  4.4107094982104644E-001                  7.8131047742679982E-008                  9.9999999490751712E-001                  9.9999996974835192E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1124434302010989E+034                  1.7518759074262134E+034                  1.7691067666419244E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2666678122865795E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8592433261433365E+000                 -2.7851312543541599E+001                 -9.8999999999999986E+001                  4.8592433261433365E+000                  4.5416978777008854E+000                  4.4880319468329180E+004                  4.6520559396660790E+000                  7.6589105088389597E-001                  4.2071372034334154E+000                  1.6111545548889739E+004                  1.5805160007597301E-006                  9.6103102338049029E-003                  7.5541062341109235E+000                  6.7630348032873955E-001                  1.6429688186258254E+001                  6.2038406945337898E-001                  8.4954876671565482E-001                  6.9909716762190999E-001                  2.8036676924809656E-001                  1.8223333990642030E-004                  9.2943358622369753E-003                  3.4416106108119994E-003                  9.3604466091399760E-003                  1.3991947694680519E+001                  5.6029342417031609E+000                  2.7650315139507007E+000                  4.8557331703300965E+000                 -2.7851312543541599E+001                  2.3903892503364468E-006                                        0                                        0                  1.9999997979440291E+001                  1.5626207969851526E-006                  5.8329875690228938E+000                 -9.9999999999999997E+098                 -9.9999999999999997E+098                 -9.9999999999999997E+098                  7.7407533128510493E-003                  1.0000000000000000E+000                  5.5901699437494777E+001                  1.5000002164885394E+007                  7.7702262004174141E+005                  1.0000000000000001E-001                  7.4909554222492214E-001                  1.8727386663632715E+000                 -9.9998186253192578E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999997979440291E+001                  8.0000000000000000E+000                 -7.4419533231285460E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4419533231285460E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035910873476807E+056                  8.4408781059645525E+050                  1.6035995282257868E+056                 -2.6238004970478294E+039                  0.0000000000000000E+000                 -5.1948750035545752E+019                 -2.6238004970478294E+039                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  5.6318010925459862E+002                  1.9999980857975494E+001                 -7.5025685026086526E+000                  1.6360381755055198E+000                                     1051                  1.0713981906771172E+001                  5.3406720045695710E-001                  7.8131114467083762E-008                  9.9999999434350262E-001                  9.9999996784794531E-001                  5.3406720045695710E-001                  7.8131114467083762E-008                  9.9999999434350262E-001                  9.9999996784794531E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2183693145288735E+034                  1.8456600020170195E+034                  2.1400384652536371E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1879619508314071E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.0144428043298843E+000                 -2.8479854377512172E+001                 -9.8999999999999986E+001                  5.0144428043298843E+000                  4.5343837777244724E+000                  4.2892986207512608E+004                  4.6323862828513054E+000                  7.7068442242933377E-001                  4.1975500885544585E+000                  1.5759777747577109E+004                  1.4708114879102223E-006                  9.0465933842504027E-003                  7.5435131606868575E+000                  6.4077980936056256E-001                  1.6384181921477762E+001                  6.2033402733478360E-001                  8.4959879529048921E-001                  6.9919622915843038E-001                  2.8031499088802275E-001                  4.9032602574076317E-004                  9.3029659829123972E-003                  3.4416106108119968E-003                  9.3604466091399725E-003                  1.3991356574470446E+001                  5.6031002429149757E+000                  3.2620357677766463E+000                  5.0066937979767143E+000                 -2.8479854377512172E+001                  2.8029085769274652E-006                                        0                                        0                  1.9999980857975494E+001                  1.5626207937539675E-006                  5.8977236975309664E+000                  7.1043586013656435E-001                  1.6109063425718244E+000                  4.8735154274530368E+000                  7.9547118161167746E-003                  1.0000000000000000E+001                  5.6318010925459862E+002                  1.5000020512462692E+007                  7.7702309528463613E+005                  1.0000000000000001E-001                  7.4909554217281937E-001                  1.8727370630313958E+000                 -9.9998166124540799E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999980857975494E+001                  8.0000000000000000E+000                 -7.5025685026086526E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5025685026086526E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035906952327893E+056                  8.4408223239575280E+050                  1.6035991360551133E+056                 -2.2813638908764878E+039                  0.0000000000000000E+000                 -5.1948528611908968E+019                 -2.2820027407049826E+039                  6.3884982849480952E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.2578787390641612E+003                  1.9999960428714555E+001                 -7.5459069320089025E+000                  2.0713209848398324E+000                                     1046                  1.0410599498433873E+001                  5.1977159571846321E-001                  7.8131194292119233E-008                  9.9999999401152873E-001                  9.9999996621721576E-001                  5.1977159571846321E-001                  7.8131194292119233E-008                  9.9999999401152873E-001                  9.9999996621721576E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0477462912671762E+034                  1.7084593359685964E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7228112806639588E+000                 -2.8888040395710284E+001                 -1.0660988584847640E+001                  4.7228112806639588E+000                  4.5293298573340284E+000                  4.1615410396115207E+004                  4.6192541818450783E+000                  7.7422621270710990E-001                  4.1904660643824903E+000                  1.5504796281298406E+004                  1.4314529777823960E-006                  8.8791327136580230E-003                  7.5366691983160017E+000                  6.1905318031811007E-001                  1.6355782602413544E+001                  6.2035510651790338E-001                  8.4957824990726949E-001                  6.9915553875698078E-001                  2.8032563330306215E-001                  3.0154385583252788E-004                  9.3012490740623597E-003                  3.4416106108119959E-003                  9.3604466091399829E-003                  1.3990804408945046E+001                  5.6032518884331441E+000                  2.9607746935833448E+000                  4.7152336922996261E+000                 -2.8888040395710284E+001                  1.3308731557371768E-006                                        0                                        0                  1.9999960428714555E+001                  1.5626207940905931E-006                  5.9460179058632256E+000                  7.1555819997847003E-001                  1.6227470176798890E+000                  4.9095085201677060E+000                  8.0884752431105277E-003                  2.0000000000000000E+001                  1.2578787390641612E+003                  1.5000042404660363E+007                  7.7702366233980970E+005                  1.0000000000000001E-001                  7.4909554211231022E-001                  1.8727351499465852E+000                 -9.9998151108618483E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999960428714555E+001                  8.0000000000000000E+000                 -7.5459069320089025E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5459069320089025E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035902273587448E+056                  8.4407575388696182E+050                  1.6035986681162837E+056                 -2.0647095506820208E+039                  0.0000000000000000E+000                 -5.1948287118690517E+019                 -2.0652772734698405E+039                  5.6772278781971478E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  3.9317913466754344E+003                  1.9999882547123711E+001                 -7.5040819217726185E+000                  2.4481236552833114E+000                                     1042                  8.0858195820403562E+000                  4.0425418755619935E-001                  7.8131498604250282E-008                  9.9999999430339015E-001                  9.9999996718171646E-001                  4.0425418755619935E-001                  7.8131498604250282E-008                  9.9999999430339015E-001                  9.9999996718171646E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8175963972026592E+033                  1.5512640862276062E+034                  2.1653698664797531E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2053863363474983E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4701349455352686E+000                 -2.8413806126411650E+001                 -9.8999999999999986E+001                  4.4701349455352686E+000                  4.5345739160173801E+000                  4.3453242428571910E+004                  4.6380221885245581E+000                  7.7312209868014536E-001                  4.1926726012525233E+000                  1.5583772562005106E+004                  1.4110578855892994E-006                  8.7532724158065275E-003                  7.5445521361414656E+000                  6.4775468518766555E-001                  1.6391554944733855E+001                  6.2040714281901677E-001                  8.4952557033878373E-001                  6.9905087990267345E-001                  2.8039621807788928E-001                  7.5749112979083943E-005                  9.2895888367097272E-003                  3.4416106108119968E-003                  9.3604466091399760E-003                  1.3989797735338334E+001                  5.6038583958770865E+000                  2.4443629560424625E+000                  4.4660228162146689E+000                 -2.8413806126411650E+001                  6.8616060452190382E-007                                        0                                        0                  1.9999882547123711E+001                  1.5626207953157659E-006                  5.9309204458276827E+000                  7.0528184174815356E-001                  1.5987425999831599E+000                  4.8358193360010953E+000                  7.9122407308660336E-003                  3.0000000000000000E+001                  3.9317913466754344E+003                  1.5000125863414306E+007                  7.7702582409471634E+005                  1.0000000000000001E-001                  7.4909554188774419E-001                  1.8727278567911088E+000                 -9.9998155806856881E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999882547123711E+001                  8.0000000000000000E+000                 -7.5040819217726185E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5040819217726185E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035884436833455E+056                  8.4405169065663583E+050                  1.6035968842002520E+056                 -2.2734741262349128E+039                  0.0000000000000000E+000                 -5.1947348861307101E+019                 -2.2740802810937231E+039                  6.0615485881025024E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  6.7081404193586277E+003                  1.9999787440211900E+001                 -7.4463607881525276E+000                  2.5125318769110669E+000                                     1048                  8.3249935977727709E+000                  4.1618119799670761E-001                  7.8131870417941229E-008                  9.9999999482838919E-001                  9.9999996950860914E-001                  4.1618119799670761E-001                  7.8131870417941229E-008                  9.9999999482838919E-001                  9.9999996950860914E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5346963652469319E+033                  1.6023125704275387E+034                  2.1653698664797545E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2618122031112110E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5927602818732467E+000                 -2.7882292471704428E+001                 -1.0837079843903322E+001                  4.5927602818732467E+000                  4.5411729245410886E+000                  4.5085147611563152E+004                  4.6540334959203857E+000                  7.6792973533064313E-001                  4.2030552627141393E+000                  1.5960822311536516E+004                  1.4217024895040595E-006                  8.7085948997458543E-003                  7.5535636118351110E+000                  6.7599291609513146E-001                  1.6428586797087078E+001                  6.2046313468687997E-001                  8.4946713900899895E-001                  6.9893420545868334E-001                  2.8051403101974387E-001                  6.3971721674020783E-005                  9.2692948392904748E-003                  3.4416106108119886E-003                  9.3604466091399569E-003                  1.3988742879098604E+001                  5.6048280714950112E+000                  2.0683084289412488E+000                  4.5914601651201483E+000                 -2.7882292471704428E+001                  6.1978099583251657E-007                                        0                                        0                  1.9999787440211900E+001                  1.5626208006650047E-006                  5.8604334066852735E+000                  6.9947377174729741E-001                  1.5854008918421794E+000                  4.7952406258876223E+000                  7.7425986767829299E-003                  4.0000000000000000E+001                  6.7081404193586277E+003                  1.5000227781561656E+007                  7.7702846397468343E+005                  1.0000000000000001E-001                  7.4909554162002123E-001                  1.8727189506013540E+000                 -9.9998177729000359E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999787440211900E+001                  8.0000000000000000E+000                 -7.4463607881525276E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4463607881525276E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035862654793424E+056                  8.4402299750187559E+050                  1.6035947057093173E+056                 -2.5966678268653280E+039                  0.0000000000000000E+000                 -5.1946172196189397E+019                 -2.5973464148531392E+039                  6.7858798781114912E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      50                  1.1553620455846740E+004                  1.9999614833830663E+001                 -7.4571550187918447E+000                  2.8174209737013887E+000                                     1049                  8.8976691046414178E+000                  4.4396685715043616E-001                  7.8132544434339479E-008                  9.9999999514947269E-001                  9.9999997146402386E-001                  4.4396685715043616E-001                  7.8132544434339479E-008                  9.9999999514947269E-001                  9.9999997146402386E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8602505605681766E+033                  1.6379923336006298E+034                  2.1653698664797457E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2859533212042067E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6436638161997053E+000                 -2.7723828723318256E+001                 -9.8999999999999986E+001                  4.6436638161997053E+000                  4.5422838174556013E+000                  4.4225108925258814E+004                  4.6456689112387552E+000                  7.6152565716080134E-001                  4.2158596708978688E+000                  1.6438404801513792E+004                  1.4432847170995181E-006                  8.6329137060722604E-003                  7.5563027927315645E+000                  6.8212527641712450E-001                  1.6437713968109296E+001                  6.2057285370790594E-001                  8.4935262714174875E-001                  6.9870522123713019E-001                  2.8074838717422584E-001                  6.4803245513435749E-005                  9.2283763850576662E-003                  3.4416106108119998E-003                  9.3604466091399881E-003                  1.3986491790737501E+001                  5.6069540134918761E+000                  1.8538588709655326E+000                  4.6429585843230514E+000                 -2.7723828723318256E+001                  3.5028047154011479E-007                                        0                                        0                  1.9999614833830663E+001                  1.5626207946739493E-006                  5.7746498706497231E+000                  7.0510630155573129E-001                  1.5984145011348920E+000                  4.8343624275843000E+000                  7.7062417412091348E-003                  5.0000000000000000E+001                  1.1553620455846740E+004                  1.5000412751446053E+007                  7.7703325502918474E+005                  1.0000000000000001E-001                  7.4909554114471610E-001                  1.8727027870792838E+000                 -9.9998204411013636E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999614833830663E+001                  8.0000000000000000E+000                 -7.4571550187918447E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4571550187918447E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035823122686579E+056                  8.4397199682314963E+050                  1.6035907519886262E+056                 -2.5329694426583826E+039                  0.0000000000000000E+000                 -5.1944086533926076E+019                 -2.5336172111311653E+039                  6.4776847278277190E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      60                  1.9239652764602637E+004                  1.9999353749289732E+001                 -7.4732942878706492E+000                  2.8949946202444914E+000                                     1053                  8.9793467303228987E+000                  4.4541199050009717E-001                  7.8133564729299110E-008                  9.9999999502370207E-001                  9.9999997178205724E-001                  4.4541199050009717E-001                  7.8133564729299110E-008                  9.9999999502370207E-001                  9.9999997178205724E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8602505605682066E+033                  1.6379923336006331E+034                  2.1653698664797494E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2787285907770900E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6415270931605495E+000                 -2.7742027851712837E+001                 -1.0837079843903322E+001                  4.6415270931605495E+000                  4.5415567951064268E+000                  4.3680792304882816E+004                  4.6402905072268519E+000                  7.6029049985319785E-001                  4.2183243159881121E+000                  1.6531958864747048E+004                  1.4234845433868547E-006                  8.4629207832473616E-003                  7.5559748838909169E+000                  6.8044874761136731E-001                  1.6435708455865598E+001                  6.2075507445646916E-001                  8.4916256612689645E-001                  6.9832510601346542E-001                  2.8113697244909430E-001                  6.5295308014647632E-005                  9.1614354037066800E-003                  3.4416106108119912E-003                  9.3604466091399621E-003                  1.3982845768576309E+001                  5.6104170333666268E+000                  1.7860276074875527E+000                  4.6409209323279219E+000                 -2.7742027851712837E+001                  3.0568057911076873E-007                                        0                                        0                  1.9999353749289732E+001                  1.5626208007142802E-006                  5.7582497823732073E+000                  7.0763992473391490E-001                  1.6043622971835325E+000                  4.8527617682793904E+000                  7.7161643964765818E-003                  6.0000000000000000E+001                  1.9239652764602637E+004                  1.5000692542569097E+007                  7.7704050206079381E+005                  1.0000000000000001E-001                  7.4909554044179705E-001                  1.8726783381638588E+000                 -9.9998209522688719E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999353749289732E+001                  8.0000000000000000E+000                 -7.4732942878706492E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4732942878706492E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035763325122658E+056                  8.4389648112754236E+050                  1.6035847714770770E+056                 -2.4406254795986343E+039                  0.0000000000000000E+000                 -5.1940821083456061E+019                 -2.4412363679450577E+039                  6.1088834642324155E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      70                  2.6986122490427195E+004                  1.9999093641439966E+001                 -7.4740129102903579E+000                  2.8888173863663571E+000                                     1050                  8.9737635692076783E+000                  4.4541778352038153E-001                  7.8134581138478154E-008                  9.9999999505602666E-001                  9.9999997167435184E-001                  4.4541778352038153E-001                  7.8134581138478154E-008                  9.9999999505602666E-001                  9.9999997167435184E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8602505605682366E+033                  1.6379923336006391E+034                  2.1653698664797540E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2787285907770946E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6417632695565558E+000                 -2.7753721713031908E+001                 -1.1138109839567303E+001                  4.6417632695565558E+000                  4.5413713332991250E+000                  4.3686712693652218E+004                  4.6403493664600930E+000                  7.6069085308442341E-001                  4.2175179611362248E+000                  1.6501292443776856E+004                  1.3988426354397931E-006                  8.3275233753551149E-003                  7.5557470883032236E+000                  6.7967171256204117E-001                  1.6434610335005672E+001                  6.2093988027775682E-001                  8.4897004369597784E-001                  6.9794006155670674E-001                  2.8153044558550944E-001                  6.5973334832863841E-005                  9.0949197241025764E-003                  3.4416106108119968E-003                  9.3604466091399760E-003                  1.3979183047325460E+001                  5.6138975638359696E+000                  1.7777246024536535E+000                  4.6411689188468044E+000                 -2.7753721713031908E+001                  3.0947545730666989E-007                                        0                                        0                  1.9999093641439966E+001                  1.5626208048231133E-006                  5.7635604573006693E+000                  7.0747952702736350E-001                  1.6040956967860334E+000                  4.8519818490555400E+000                  7.7207676665279872E-003                  7.0000000000000000E+001                  2.6986122490427195E+004                  1.5000971294055725E+007                  7.7704772209050215E+005                  1.0000000000000001E-001                  7.4909553975398002E-001                  1.8726539807406077E+000                 -9.9998207883523105E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9999093641439966E+001                  8.0000000000000000E+000                 -7.4740129102903579E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4740129102903579E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035703749879107E+056                  8.4382258454656531E+050                  1.6035788132137563E+056                 -2.4366450774804697E+039                  0.0000000000000000E+000                 -5.1937536301130416E+019                 -2.4372455055106137E+039                  6.0042803014385683E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      80                  3.4781584616336426E+004                  1.9998831927158342E+001                 -7.4741588652066833E+000                  2.8916151080060937E+000                                     1049                  8.9767273742931337E+000                  4.4542361247057793E-001                  7.8135603431839229E-008                  9.9999999512731363E-001                  9.9999997157383991E-001                  4.4542361247057793E-001                  7.8135603431839229E-008                  9.9999999512731363E-001                  9.9999997157383991E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8602505605682896E+033                  1.6379923336006483E+034                  2.1653698664797633E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2787285907771043E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6410688634086688E+000                 -2.7768202282231872E+001                 -1.0837079843903322E+001                  4.6410688634086688E+000                  4.5411686771857962E+000                  4.3696593688256326E+004                  4.6404475834223087E+000                  7.6114527379218777E-001                  4.2166034363725364E+000                  1.6466581059175092E+004                  1.3789733053837266E-006                  8.2225918519503519E-003                  7.5554717742492379E+000                  6.7873077255966463E-001                  1.6433305232155568E+001                  6.2112621697416914E-001                  8.4877608264349147E-001                  6.9755213937713689E-001                  2.8192669813336130E-001                  6.6643478938226039E-005                  9.0291685129790973E-003                  3.4416106108119925E-003                  9.3604466091399708E-003                  1.3975496763704841E+001                  5.6173991385085831E+000                  1.7736401492818377E+000                  4.6404791372030596E+000                 -2.7768202282231872E+001                  3.0855506797233358E-007                                        0                                        0                  1.9998831927158342E+001                  1.5626208005604490E-006                  5.7695942708471755E+000                  7.0730814717115820E-001                  1.6038082816222843E+000                  4.8511427598914212E+000                  7.7263455997929930E-003                  8.0000000000000000E+001                  3.4781584616336426E+004                  1.5001251774386765E+007                  7.7705498682690540E+005                  1.0000000000000001E-001                  7.4909553907144077E-001                  1.8726294729092270E+000                 -9.9998206019604341E-001                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9998831927158342E+001                  8.0000000000000000E+000                 -7.4741588652066833E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4741588652066833E+000                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.6035643805376059E+056                  8.4374924969982428E+050                  1.6035728180301030E+056                 -2.4358793360460104E+039                  0.0000000000000000E+000                 -5.1934236126160798E+019                 -2.4364720998197610E+039                  5.9276377375064000E+035                  0.0000000000000000E+000                  0.0000000000000000E+000 
